$RSRFA,1688650487.857,41.5676,-71.3990,325.75,RSI,4,4,523.9,310.71,41.5707,-71.4038,8.7,15.5,100,*0E
$RSRFA,1688650491.985,41.5677,-71.3991,345.66,RSI,3,3,327.8,3.36,41.5706,-71.3989,8.2,15.5,100,*02
$RSRFA,1688650491.991,41.5677,-71.3991,345.66,RSI,4,4,510.5,315.21,41.5710,-71.4034,8.7,15.5,100,*00
$RSRFA,1688650496.312,41.5678,-71.3991,333.58,RSI,3,3,313.0,4.19,41.5706,-71.3988,8.2,15.5,100,*06
$RSRFA,1688650496.317,41.5678,-71.3991,333.58,RSI,4,4,497.7,310.99,41.5708,-71.4036,8.7,15.5,100,*01
$RSRFA,1688650500.582,41.5680,-71.3992,341.49,RSI,3,3,299.1,5.50,41.5706,-71.3988,8.2,15.5,100,*08
$RSRFA,1688650500.587,41.5680,-71.3992,341.49,RSI,4,4,484.4,312.61,41.5709,-71.4035,8.7,15.5,100,*07
$RSRFA,1688650504.879,41.5681,-71.3992,330.41,RSI,3,3,284.3,12.09,41.5706,-71.3985,8.2,15.5,100,*33
$RSRFA,1688650504.884,41.5681,-71.3992,330.41,RSI,4,4,470.8,312.00,41.5709,-71.4034,8.7,15.5,100,*03
$RSRFA,1688650509.041,41.5682,-71.3993,325.00,RSI,4,4,455.8,306.74,41.5707,-71.4037,8.7,15.5,100,*00
$RSRFA,1688650513.36,41.5684,-71.3994,333.07,RSI,3,3,257.6,17.64,41.5706,-71.3984,8.2,15.5,100,*00
$RSRFA,1688650513.364,41.5684,-71.3994,333.07,RSI,4,4,442.0,313.46,41.5711,-71.4032,8.7,15.5,100,*07
$RSRFA,1688650517.663,41.5685,-71.3995,334.78,RSI,3,3,245.2,10.13,41.5707,-71.3989,8.2,15.5,100,*31
$RSRFA,1688650517.668,41.5685,-71.3995,334.78,RSI,4,4,427.9,305.73,41.5707,-71.4036,8.7,15.5,100,*0D
$RSRFA,1688650521.942,41.5686,-71.3995,331.17,RSI,3,3,231.6,15.62,41.5706,-71.3988,8.2,15.5,100,*33
$RSRFA,1688650521.947,41.5686,-71.3995,331.17,RSI,4,4,415.2,302.86,41.5706,-71.4037,8.7,15.5,100,*02
$RSRFA,1688650526.224,41.5687,-71.3995,343.31,RSI,3,3,217.8,31.88,41.5704,-71.3982,8.2,15.5,100,*3F
$RSRFA,1688650530.455,41.5689,-71.3996,336.33,RSI,4,4,390.8,313.53,41.5713,-71.4030,8.7,15.5,100,*0A
$RSRFA,1688650534.749,41.5690,-71.3997,333.99,RSI,3,3,193.9,28.35,41.5705,-71.3986,8.2,15.5,100,*36
$RSRFA,1688650539.026,41.5691,-71.3997,324.99,RSI,3,3,183.4,26.07,41.5706,-71.3988,8.2,15.5,100,*3C
$RSRFA,1688650543.309,41.5692,-71.3998,317.06,RSI,3,3,175.0,31.96,41.5706,-71.3987,8.2,15.5,100,*39
$RSRFA,1688650547.57,41.5694,-71.4000,326.05,RSI,3,3,169.1,33.55,41.5706,-71.3988,8.2,15.5,100,*03
$RSRFA,1688650551.956,41.5695,-71.4001,319.54,RSI,3,3,164.4,35.08,41.5707,-71.3989,8.2,15.5,100,*32
$RSRFA,1688650556.181,41.5696,-71.4002,323.60,RSI,3,3,160.2,49.54,41.5705,-71.3987,8.2,15.5,100,*35
$RSRFA,1688650560.427,41.5697,-71.4003,320.91,RSI,3,3,157.7,48.15,41.5706,-71.3989,8.2,15.5,100,*3C
$RSRFA,1688650564.682,41.5698,-71.4004,322.13,RSI,3,3,154.9,70.66,41.5703,-71.3986,8.2,15.5,100,*3D
$RSRFA,1688650564.687,41.5698,-71.4004,322.13,RSI,4,4,274.2,298.66,41.5710,-71.4033,8.7,15.5,100,*01
$RSRFA,1688650568.941,41.5699,-71.4005,334.52,RSI,3,3,153.9,67.92,41.5705,-71.3988,8.2,15.5,100,*31
$RSRFA,1688650568.946,41.5699,-71.4005,334.52,RSI,4,4,261.0,54.42,41.5713,-71.3979,8.7,15.5,100,*3C
$RSRFA,1688650573.274,41.5701,-71.4006,323.86,RSI,3,3,154.2,73.52,41.5705,-71.3988,8.2,15.5,100,*3F
$RSRFA,1688650573.279,41.5701,-71.4006,323.86,RSI,4,4,247.3,293.88,41.5710,-71.4033,8.7,15.5,100,*06
$RSRFA,1688650577.56,41.5702,-71.4007,333.41,RSI,3,3,156.2,81.98,41.5704,-71.3988,8.2,15.5,100,*09
$RSRFA,1688650577.565,41.5702,-71.4007,333.41,RSI,4,4,234.6,37.07,41.5719,-71.3990,8.7,15.5,100,*34
$RSRFA,1688650581.656,41.5703,-71.4008,331.18,RSI,3,3,157.3,80.47,41.5706,-71.3989,8.2,15.5,100,*36
$RSRFA,1688650585.962,41.5705,-71.4008,329.29,RSI,3,3,160.9,90.97,41.5704,-71.3989,8.2,15.5,100,*37
$RSRFA,1688650590.062,41.5706,-71.4009,329.04,RSI,4,4,202.4,287.11,41.5711,-71.4032,8.7,15.5,100,*08
$RSRFA,1688650602.775,41.5709,-71.4012,306.56,RSI,3,3,195.8,105.58,41.5704,-71.3990,8.2,15.5,100,*0C
$RSRFA,1688650607.024,41.5710,-71.4014,306.48,RSI,3,3,210.4,99.29,41.5707,-71.3989,8.2,15.5,100,*30
$RSRFA,1688650607.03,41.5710,-71.4014,306.48,RSI,4,4,153.4,271.43,41.5710,-71.4032,8.7,15.5,100,*34
$RSRFA,1688650611.255,41.5711,-71.4016,304.54,RSI,3,3,225.8,162.37,41.5691,-71.4007,8.2,15.5,100,*09
$RSRFA,1688650611.26,41.5711,-71.4016,304.54,RSI,4,4,139.4,267.02,41.5710,-71.4032,8.7,15.5,100,*36
$RSRFA,1688650615.548,41.5712,-71.4017,304.26,RSI,3,3,241.7,105.92,41.5706,-71.3989,8.2,15.5,100,*05
$RSRFA,1688650615.552,41.5712,-71.4017,304.26,RSI,4,4,125.6,267.29,41.5711,-71.4032,8.7,15.5,100,*04
